	MF.alv.Lu#2	MF.alv.Lu#3	MF.alv.Lu.KPd28#1	MF.alv.Lu.KPd28#2	MF.alv.Lu.KPd17#1	MF.alv.Lu.KPd28#3
Nipal4	3	4	1	0	0	2
Nipbl	354	421	426	175	288	251
Nipsnap1	5	6	11	2	7	7
Nipsnap2	138	182	218	93	130	92
Nipsnap3a	0	1	4	0	0	0
Nipsnap3b	338	520	550	260	367	230
Nisch	358	499	474	262	330	277
Nit1	143	153	135	47	121	53
Nit2	59	53	85	33	42	44
Nkain1	0	0	0	0	0	0
Nkain2	2	3	1	0	1	2
Nkain3	0	4	2	0	2	1
Nkain4	0	0	2	0	0	2
Nkap	92	119	119	28	85	50
Nkapl	1	4	1	1	8	6
Nkd1	0	0	2	1	0	0
Nkd2	10	21	1	6	15	10
Nkg7	0	0	0	0	1	0
Nkiras1	24	38	32	13	31	24
Nkiras2	432	567	521	324	343	216
Nkpd1	2	3	1	0	1	0
Nkrf	9	10	13	3	6	9
Nktr	406	423	525	295	352	373
Nkx1-1	0	0	0	0	0	0
Nkx1-2	0	0	0	0	0	0
Nkx2-1	0	0	0	0	0	0
Nkx2-2	0	1	2	0	0	1
Nkx2-3	2	0	0	0	0	1
Nkx2-4	0	0	0	0	0	0
Nkx2-5	0	0	1	0	0	0
Nkx2-6	2	0	0	0	0	0
Nkx2-9	0	0	0	0	0	0
Nkx3-1	0	3	2	0	0	0
Nkx3-2	1	0	0	0	0	0
Nkx6-1	0	0	3	0	0	0
Nkx6-2	0	0	0	1	0	0
Nkx6-3	0	0	0	0	0	0
Nle1	31	26	33	13	23	15
Nlgn1	10	11	7	4	8	14
Nlgn2	0	2	2	5	2	0
Nlgn3	0	3	4	2	4	0
Nlk	33	57	50	9	35	37
Nln	778	886	1009	407	691	377
Nlrc3	12	8	12	10	0	2
Nlrc4	167	181	228	74	144	71
Nlrc5	28	34	46	28	61	64
Nlrp10	27	12	23	10	10	12
Nlrp12	0	0	0	0	0	0
Nlrp14	2	2	6	1	0	4
Nlrp1a	13	31	14	3	18	3
Nlrp1b	156	155	169	72	81	66
Nlrp2	0	0	3	1	1	1
Nlrp3	130	110	466	48	93	45
Nlrp4a	1	4	5	1	1	3
Nlrp4b	1	2	2	1	3	5
Nlrp4c	1	0	0	0	1	0
Nlrp4e	0	3	0	0	1	1
Nlrp4f	1	0	0	0	0	0
Nlrp5	1	0	2	0	0	1
Nlrp6	2	1	2	1	2	0
Nlrp9a	5	2	0	1	4	0
Nlrp9b	5	1	5	0	5	0
Nlrp9c	5	3	2	2	1	5
Nlrx1	261	296	338	106	214	167
Nmb	3	5	2	1	1	0
Nmbr	3	0	0	1	2	1
Nmd3	218	284	266	149	213	161
Nme1	179	231	261	118	172	209
Nme2	1	3	2	0	3	1
Nme3	0	0	0	0	0	0
Nme4	3	2	1	1	2	0
Nme5	0	5	0	0	0	2
Nme6	20	18	29	24	30	19
Nme7	31	44	47	10	18	25
Nme8	0	0	6	0	2	0
Nme9	0	1	0	0	0	3
Nmi	88	155	108	32	79	50
Nmnat1	26	24	43	10	23	16
Nmnat2	4	0	3	0	0	5
Nmnat3	41	55	52	24	35	36
Nmral1	35	53	79	34	22	36
Nmrk1	30	36	47	27	33	31
Nmrk2	0	4	4	0	0	0
Nms	0	3	0	0	0	0
Nmt1	542	686	754	384	530	284
Nmt2	323	331	388	202	319	148
Nmu	0	0	0	0	0	0
Nmur1	0	0	1	0	0	1
Nmur2	2	3	0	2	0	1
Nnat	6	11	7	5	2	4
Nnmt	1	0	0	2	1	7
Nnt	187	311	273	80	138	78
Noa1	88	126	129	47	85	47
Nob1	86	132	98	31	56	45
Nobox	1	0	0	0	0	0
Noc2l	52	83	80	36	48	43
Noc3l	42	51	64	28	25	25
Noc4l	133	162	192	70	102	71
Noct	162	377	465	99	231	164
Nod1	338	317	360	191	242	146
Nod2	27	14	24	8	17	16
Nodal	0	1	0	0	0	3
Nog	0	0	0	0	0	0
Nol10	38	50	62	16	16	21
Nol11	135	207	205	92	171	86
Nol12	92	157	76	46	72	65
Nol3	0	0	0	0	0	0
Nol4	1	2	1	1	0	2
Nol4l	231	317	357	104	206	191
Nol6	163	173	191	90	111	89
Nol7	164	330	278	121	179	162
Nol8	111	147	153	50	114	77
Nol9	82	107	147	54	116	69
Nolc1	164	222	228	92	147	84
Nom1	167	193	213	103	130	83
Nomo1	140	146	158	93	116	95
Nono	536	602	736	260	461	241
Nop10	184	359	244	94	181	158
Nop14	91	115	122	45	90	46
Nop16	102	225	167	70	123	112
Nop2	196	236	266	73	151	105
Nop53	258	531	404	168	252	134
Nop56	225	348	362	124	180	126
Nop58	230	387	397	113	220	184
Nop9	150	242	251	120	149	102
Nos1	0	0	1	1	1	4
Nos1ap	3	13	1	3	4	5
Nos2	3	0	2	0	0	2
Nos3	0	3	2	0	0	2
Nosip	82	121	125	74	74	77
Nostrin	96	109	113	42	90	42
Notch1	165	285	220	101	151	105
Notch2	888	1211	1286	448	775	524
Notch3	2	1	0	1	4	2
Notch4	1	9	2	3	3	2
Noto	1	0	0	0	0	0
Notum	0	0	1	0	0	0
Nov	2	1	1	0	0	0
Nova1	1	1	1	1	7	1
Nova2	0	0	0	0	0	1
Nox1	5	3	1	0	0	1
Nox3	3	3	1	0	1	3
Nox4	4	6	5	2	2	7
Noxa1	1	2	0	1	0	1
Noxo1	2	2	2	0	2	0
Noxred1	7	3	2	0	3	1
Npas1	2	3	0	1	1	0
Npas2	3	3	3	1	0	2
Npas3	5	7	0	1	3	3
Npas4	2	0	1	0	1	0
Npat	85	68	100	37	49	64
Npb	0	0	0	0	0	0
Npbwr1	0	0	1	0	1	2
Npc1	569	644	723	370	449	386
Npc1l1	0	1	0	0	0	5
Npc2	2314	3462	3491	1665	2017	1647
Npcd	0	0	0	0	0	0
Npdc1	2	7	6	0	6	0
Npepl1	99	186	172	51	82	62
Npepps	234	293	327	149	185	164
Npff	5	2	1	0	1	1
Npffr1	0	0	1	0	0	2
Npffr2	5	1	0	0	0	1
Nphp1	18	21	28	17	5	3
Nphp3	9	6	4	11	12	11
Nphp4	8	9	12	2	0	3
Nphs1	1	7	0	0	2	1
Nphs2	0	1	0	0	0	4
Npl	39	62	54	40	32	37
Nploc4	71	106	94	52	82	87
Npm1	718	1104	899	418	619	454
Npm2	0	0	1	0	1	0
Npm3	2	1	6	1	2	1
Npnt	5	2	3	0	0	6
Nppa	1	0	0	0	0	0
Nppb	2	1	0	0	0	2
Nppc	0	0	0	0	1	0
Npr1	5	7	2	9	1	0
Npr2	0	0	0	1	3	0
Npr3	4	2	3	1	1	4
Nprl2	70	90	100	31	72	36
Nprl3	76	99	101	43	45	51
Nps	0	0	0	0	0	3
Npsr1	1	0	3	0	0	2
Nptn	854	1064	1196	581	912	531
Nptx1	2	0	0	0	0	1
Nptx2	0	0	0	0	0	1
Nptxr	4	5	4	1	9	3
Npvf	0	0	0	0	0	0
Npw	0	1	0	0	0	0
Npy	0	0	2	2	1	3
Npy1r	4	3	0	0	1	0
Npy2r	2	0	0	0	7	1
Npy4r	4	0	0	0	0	0
Npy5r	1	1	2	1	0	5
Npy6r	2	1	1	0	0	0
Nqo1	2	8	11	13	4	10
Nqo2	152	153	176	64	105	54
Nr0b1	0	0	1	0	0	0
Nr0b2	0	1	0	0	0	3
Nr1d1	14	14	22	6	7	11
Nr1d2	27	43	81	28	27	21
Nr1h2	227	309	327	143	205	103
Nr1h3	190	199	223	81	161	108
Nr1h4	1	1	0	0	2	0
Nr1h5	1	0	0	3	1	0
Nr1i2	0	0	2	0	0	0
Nr1i3	1	2	3	2	0	0
Nr2c1	85	97	79	36	58	35
Nr2c2	95	148	135	53	102	88
Nr2c2ap	2	8	11	5	7	8
Nr2e1	0	1	2	0	0	0
Nr2e3	0	0	0	2	1	0
Nr2f1	0	0	3	1	0	1
Nr2f2	2	4	0	0	2	1
Nr2f6	0	7	5	1	5	13
Nr3c1	368	450	499	199	294	281
Nr3c2	24	27	20	15	23	15
Nr4a1	56	33	1357	6	42	26
Nr4a2	3	2	57	0	4	1
Nr4a3	5	8	110	0	7	5
Nr5a1	1	1	1	0	0	0
Nr5a2	0	2	2	0	0	2
Nr6a1	9	22	16	17	14	10
Nradd	12	22	17	9	9	10
Nrap	0	1	0	1	1	0
Nrarp	0	0	0	0	0	0
Nras	564	716	897	339	495	379
Nrbf2	39	40	49	28	34	23
Nrbp1	351	401	473	217	262	154
Nrbp2	0	1	0	1	0	2
Nrcam	4	3	6	6	4	15
Nrd1	764	765	1001	355	591	383
Nrde2	59	91	89	48	50	62
Nrep	1	2	3	0	2	5
Nrf1	170	175	195	88	143	97
Nrg1	8	8	10	2	3	6
Nrg2	1	1	0	1	0	2
Nrg3	5	3	2	1	4	7
Nrg4	139	245	227	81	128	83
Nrgn	0	0	0	0	0	0
Nrip1	213	387	263	114	236	194
Nrip2	3	4	3	3	11	2
Nrip3	6	7	5	1	6	8
Nrk	1	3	6	1	3	4
Nrl	0	1	0	0	0	1
Nrm	115	168	122	52	96	73
Nrn1	0	3	0	0	1	2
Nrn1l	0	0	0	0	0	0
Nrp1	505	649	613	235	426	214
Nrp2	357	379	707	376	372	437
Nrros	779	788	960	302	679	335
Nrsn1	0	0	3	0	1	2
Nrsn2	0	2	0	0	0	0
Nrtn	0	0	0	0	0	0
Nrxn1	7	6	3	3	6	12
Nrxn2	0	0	0	0	0	0
Nrxn3	2	11	8	0	4	8
Nsa2	58	64	65	36	43	39
Nsd1	372	584	540	216	386	284
Nsd2	178	156	195	56	113	161
Nsd3	226	354	372	125	222	168
Nsdhl	104	155	251	86	96	94
Nsf	707	684	948	336	569	412
Nsfl1c	128	189	198	72	91	64
Nsg1	0	4	0	2	2	3
Nsg2	0	1	0	0	0	1
Nsl1	15	12	11	14	15	8
Nsmaf	8	2	11	7	4	10
Nsmce1	60	110	89	54	62	61
Nsmce2	201	297	276	124	190	123
Nsmce3	30	102	97	31	66	56
Nsmce4a	25	59	69	21	36	36
Nsmf	63	113	94	55	62	56
Nsrp1	150	237	147	88	135	93
Nsun2	203	377	583	240	292	148
Nsun3	82	65	143	68	67	49
Nsun4	39	30	72	23	26	45
Nsun5	50	48	36	8	20	25
Nsun6	36	65	53	17	40	23
Nsun7	2	4	1	1	3	4
Nt5c	168	314	240	76	176	137
Nt5c1a	0	1	0	0	0	2
Nt5c1b	0	3	3	2	0	5
Nt5c2	246	297	409	217	219	145
Nt5c3	238	321	324	100	176	117
Nt5c3b	41	76	40	18	40	14
Nt5dc1	176	148	344	109	140	62
Nt5dc2	1	3	4	5	2	5
Nt5dc3	7	10	2	8	2	9
Nt5e	196	153	314	190	75	154
Nt5m	54	76	73	44	43	55
Ntan1	152	225	177	62	135	66
Ntf3	0	0	0	0	0	0
Ntf5	0	0	0	0	0	2
Nthl1	12	14	17	2	9	6
Ntm	2	0	0	1	0	9
Ntmt1	84	94	79	35	71	59
Ntn1	4	1	7	0	2	1
Ntn4	1	4	1	0	0	3
Ntn5	0	0	0	0	1	0
Ntng1	5	5	7	2	1	4
Ntng2	1	1	1	0	5	2
Ntpcr	86	98	123	40	74	74
Ntrk1	0	0	1	0	0	2
Ntrk2	14	6	5	2	4	9
Ntrk3	5	1	17	4	9	12
Nts	0	1	0	2	1	0
Ntsr1	0	1	0	0	0	2
Ntsr2	0	0	0	0	1	2
Nuak1	1	0	0	1	0	3
Nuak2	212	406	463	148	198	171
Nub1	110	163	179	77	104	100
Nubp1	77	123	111	41	92	57
Nubp2	308	477	482	182	336	216
Nubpl	45	53	46	17	34	27
Nucb1	713	980	1116	543	641	319
Nucb2	615	719	876	413	512	282
Nucks1	176	260	288	124	210	258
Nudc	113	204	176	64	88	127
Nudcd1	87	79	113	48	80	69
Nudcd2	128	163	134	111	123	120
Nudcd3	296	315	412	185	243	185
Nudt1	16	10	15	4	17	9
Nudt10	0	0	1	0	0	0
Nudt11	3	0	5	0	1	4
Nudt12	25	28	36	21	26	19
Nudt13	41	69	78	31	48	49
Nudt14	25	40	57	23	29	24
Nudt15	2	3	4	3	2	1
Nudt16	88	107	118	70	112	79
Nudt16l1	125	180	188	63	107	74
Nudt17	1	2	1	1	1	4
Nudt18	160	198	233	99	127	123
Nudt19	172	269	273	133	170	148
Nudt2	45	54	63	23	57	34
Nudt21	44	62	50	25	18	35
Nudt22	44	82	61	40	57	42
Nudt3	82	125	105	35	96	98
Nudt4	43	56	74	38	51	42
Nudt5	213	235	226	98	161	123
Nudt6	1	3	3	2	5	2
Nudt7	32	39	50	18	28	20
Nudt8	7	10	4	1	1	1
Nudt9	58	147	140	51	79	92
Nuf2	41	86	57	40	54	39
Nufip1	66	99	109	31	81	32
Nufip2	118	230	222	71	139	140
Nuggc	1	1	2	0	2	1
Numa1	305	354	362	162	250	194
Numb	224	219	290	147	206	122
Numbl	9	3	4	8	3	4
Nup107	99	138	140	73	96	64
Nup133	90	113	136	47	77	56
Nup153	92	142	188	64	101	129
Nup155	110	81	123	27	94	79
Nup160	142	165	187	71	113	66
Nup188	106	115	117	53	59	48
Nup205	160	170	216	88	112	103
Nup210	500	620	656	337	356	386
Nup210l	3	4	2	1	4	5
Nup214	190	259	280	89	178	105
Nup35	22	41	33	6	17	17
Nup37	51	71	61	24	77	21
Nup43	32	65	38	24	25	31
Nup50	111	141	167	66	98	72
Nup54	67	85	97	29	59	39
Nup62	158	191	153	70	119	93
Nup62cl	1	0	1	0	0	1
Nup85	158	211	166	66	125	103
Nup88	287	334	363	170	210	174
Nup93	136	166	209	87	138	70
Nup98	319	333	424	165	290	176
Nupl1	221	215	335	111	233	154
Nupl2	61	60	65	31	50	22
Nupr1	77	157	92	20	57	44
Nupr1l	1	7	7	1	8	0
Nus1	127	161	221	147	117	221
Nusap1	81	129	94	42	65	90
Nutf2	23	51	20	13	20	9
Nutf2-ps1	1	0	1	0	2	0
Nutm1	2	0	0	0	2	2
Nutm2	0	3	2	0	0	1
Nvl	144	194	186	105	140	93
Nwd1	4	12	5	3	3	9
Nwd2	3	1	1	1	1	10
Nxf1	388	523	626	217	399	300
Nxf2	1	7	8	3	3	5
Nxf3	1	0	0	0	1	0
Nxf7	5	9	5	7	9	6
Nxn	0	0	5	1	4	8
Nxnl1	0	2	0	0	0	0
Nxnl2	0	0	0	0	0	0
Nxpe2	0	3	1	0	1	3
Nxpe3	7	0	3	0	1	0
Nxpe4	0	3	4	0	2	2
Nxpe5	4	2	6	3	2	11
Nxph1	0	0	1	0	2	2
Nxph2	2	0	0	2	0	3
Nxph3	0	0	0	0	0	0
Nxph4	0	1	2	0	0	0
Nxt1	103	141	135	58	81	96
Nxt2	376	444	622	253	371	175
Nyap1	0	0	0	0	0	0
Nyap2	5	2	1	0	3	1
Nynrin	0	0	0	0	1	1
Nyx	1	0	0	1	0	3
Oacyl	3	2	2	1	1	3
Oaf	11	49	84	51	35	36
Oard1	112	215	143	73	123	95
Oas1a	52	81	97	53	91	52
Oas1c	11	14	13	7	11	13
Oas1d	2	2	0	1	0	0
Oas1e	1	1	0	0	0	0
Oas1f	0	0	0	0	2	1
Oas1g	4	5	6	9	15	10
Oas1h	0	1	0	0	1	0
Oas2	8	7	19	15	17	13
Oas3	15	4	32	14	13	19
Oasl1	4	18	8	4	7	3
Oasl2	1	6	16	16	36	30
Oat	417	446	590	246	364	280
Oaz1	620	1207	778	480	560	549
Oaz2	29	36	56	31	44	31
Oaz3	2	4	0	0	2	4
Obox1	0	0	0	0	0	0
Obox2	0	0	0	0	0	0
Obox3	0	0	0	0	0	1
Obox5	0	1	1	0	0	1
Obox6	0	0	5	0	1	3
Obox7	0	0	0	1	0	2
Obox8	0	0	0	0	0	1
Obp1a	1	0	2	0	0	0
Obp1b	0	0	0	0	0	0
Obp2a	0	0	0	0	0	0
Obp2b	2	0	0	0	0	5
Obscn	10	9	9	1	2	14
Obsl1	1	1	1	0	0	0
Oc90	0	0	0	0	0	2
Oca2	3	5	2	0	0	0
Ocel1	73	59	80	38	48	37
Ociad1	642	986	992	415	621	349
Ociad2	1	2	2	1	6	0
Ocln	193	282	326	68	232	40
Ocm	0	0	0	0	1	0
Ocrl	203	202	257	84	141	114
Ocstamp	0	2	15	20	3	5
Odam	3	0	0	0	0	0
Odaph	0	0	2	2	0	1
Odc1	13	33	45	14	29	49
Odf1	0	0	0	0	0	2
Odf2	208	221	203	130	153	95
Odf2l	43	50	42	18	22	31
Odf3	0	3	0	1	2	0
Odf3b	0	3	0	0	1	0
Odf3l1	0	2	2	0	0	0
Odf3l2	1	0	0	0	0	0
Odf4	0	0	1	0	1	0
Ofcc1	1	1	2	0	2	0
Ofd1	20	33	35	16	23	21
Ogdh	1063	1489	1582	623	999	650
Ogdhl	0	9	2	0	0	3
Ogfod1	89	106	87	38	72	75
Ogfod2	45	63	63	40	55	56
Ogfod3	59	46	63	17	34	20
Ogfr	124	230	212	98	143	110
Ogfrl1	66	60	82	52	65	77
Ogg1	9	9	12	5	14	9
Ogn	2	1	2	1	2	1
Ogt	468	669	734	273	483	387
Oip5	17	22	20	13	21	14
Oit1	0	1	0	0	0	0
Oit3	1	0	1	4	0	0
Ola1	297	415	424	177	257	176
Olah	0	0	1	3	0	0
Olfm1	300	335	298	118	228	147
Olfm2	6	4	1	0	2	0
Olfm3	0	1	1	0	0	0
Olfm4	0	1	2	0	2	0
Olfm5	0	0	0	0	4	2
Olfml1	2	1	0	0	0	1
Olfml2a	1	3	7	2	2	4
Olfml2b	7	0	7	1	0	7
Olfml3	3	4	0	3	3	1
Olfr1	0	0	3	1	0	2
Olfr10	0	0	0	0	1	1
Olfr1000	0	1	4	0	1	1
Olfr1002	0	0	0	1	2	1
Olfr1006	0	1	0	2	0	1
Olfr1008	0	0	0	0	0	0
Olfr1009	2	0	1	0	0	0
Olfr101	1	0	0	0	0	0
Olfr1012	1	0	1	2	1	0
Olfr1013	0	6	2	1	2	3
Olfr1014	0	0	0	0	0	0
Olfr1015	0	0	2	1	0	1
Olfr1016	3	5	2	0	4	0
Olfr1018	0	0	0	0	0	0
Olfr1019	0	1	0	0	0	3
Olfr102	0	1	2	0	0	0
Olfr1020	1	0	0	0	1	2
Olfr1022	0	0	0	0	0	0
Olfr1023	0	6	4	1	1	5
Olfr1024	0	1	1	0	0	0
Olfr1025-ps1	1	1	2	0	2	0
Olfr1026	0	0	1	0	1	0
Olfr1028	1	0	1	0	0	2
Olfr1029	0	2	1	0	4	4
Olfr103	0	0	0	0	0	1
Olfr1030	1	3	4	2	0	0
Olfr1031	1	0	0	0	3	1
Olfr1032	2	0	0	1	1	2
Olfr1033	0	4	1	0	0	0
Olfr1034	1	1	1	0	2	3
Olfr1036	0	0	0	1	0	2
Olfr1037	0	0	4	0	0	0
Olfr1039	1	0	0	0	0	2
Olfr104-ps	1	0	4	0	1	2
Olfr1040	0	0	0	1	0	0
Olfr1042	0	1	1	0	0	1
Olfr1043	0	0	1	0	0	0
Olfr1044	1	1	1	0	0	0
Olfr1045	0	1	0	0	1	2
Olfr1046	0	0	0	1	0	2
Olfr1047	6	0	0	0	0	0
Olfr1048	1	1	0	1	0	4
Olfr1049	0	0	0	0	0	0
Olfr105-ps	0	2	0	0	1	3
Olfr1051	2	0	0	0	0	0
Olfr1052	0	0	1	0	0	0
Olfr1053	0	0	2	0	0	0
Olfr1054	0	1	0	0	0	0
Olfr1055	0	0	1	0	0	1
Olfr1056	0	3	2	2	1	2
Olfr1057	0	1	0	1	0	0
Olfr1058	0	0	1	0	0	1
Olfr106-ps	2	0	1	0	1	2
Olfr1061	0	1	0	0	0	2
Olfr1062	0	1	3	0	2	1
Olfr1065	3	0	1	0	0	0
Olfr1066	0	1	1	0	0	0
Olfr107	5	0	0	0	3	4
Olfr1076	0	0	1	0	0	2
Olfr1079	1	1	0	0	1	3
Olfr108	1	0	0	0	0	0
Olfr1080	0	0	2	0	0	2
Olfr1082	0	0	1	0	0	0
Olfr1084	0	0	0	0	0	0
Olfr1085	0	0	1	0	1	0
Olfr1086	0	0	0	0	0	0
Olfr1087	1	1	0	0	3	3
Olfr1089	0	1	2	0	0	0
Olfr109	1	2	1	1	0	7
Olfr1090	0	0	2	1	1	6
Olfr1093	0	1	0	3	0	1
Olfr1094	0	0	0	0	0	0
Olfr1095	3	1	0	0	0	0
Olfr1097	2	0	1	1	0	3
Olfr1098	1	1	0	1	0	4
Olfr1099	1	0	0	0	4	3
Olfr11	0	3	1	0	0	0
Olfr110	0	1	0	1	2	4
Olfr1100	1	0	0	0	0	5
Olfr1101	0	0	1	0	0	1
Olfr1102	2	0	0	0	0	4
Olfr1104	0	2	0	1	3	0
Olfr1105	1	0	1	0	1	4
Olfr1106	0	0	0	2	0	1
Olfr1107	1	0	1	1	0	6
Olfr1109	0	1	1	0	1	1
Olfr111	8	7	8	9	1	7
Olfr1110	0	0	1	0	2	0
Olfr1111	0	0	0	0	1	0
Olfr1112	3	1	0	0	2	2
Olfr1113	0	1	0	0	0	0
Olfr1115	0	0	0	0	0	0
Olfr1116	1	6	6	3	5	10
Olfr1118	1	0	0	0	0	0
Olfr112	2	0	4	1	0	0
Olfr1120	0	0	2	0	0	3
Olfr1121	0	0	1	0	0	0
Olfr1122	2	2	2	0	1	0
Olfr1123	2	0	1	0	0	0
Olfr1124	1	0	0	0	0	0
Olfr1126	0	0	0	0	0	0
Olfr1128	1	0	0	0	0	0
Olfr1129	1	0	0	0	0	0
Olfr113	0	0	0	0	0	3
Olfr1130	1	0	0	0	0	0
Olfr1131	0	0	0	1	0	0
Olfr1132	0	1	0	0	1	0
Olfr1133	1	0	0	0	0	4
Olfr1134	0	0	0	0	0	0
Olfr1135	1	0	0	0	0	2
Olfr1136	2	4	0	0	3	3
Olfr1137	0	1	0	1	0	0
Olfr1138	0	0	2	0	0	1
Olfr114	1	0	1	0	1	5
Olfr1140	1	2	0	0	0	2
Olfr1141	0	1	0	0	0	0
Olfr1143	2	1	0	0	2	2
Olfr1145	1	0	0	0	0	0
Olfr1148	0	0	1	0	2	0
Olfr115	9	0	2	0	3	1
Olfr1150-ps1	1	0	0	0	0	0
Olfr1151	1	2	1	2	0	0
Olfr1152	1	4	1	0	1	2
Olfr1153	1	0	0	0	0	1
Olfr1154	0	2	1	0	0	3
Olfr1155	3	1	0	0	0	1
Olfr1156	0	1	1	0	0	2
Olfr1157	2	2	1	0	2	2
Olfr1158	0	0	0	0	2	1
Olfr116	2	2	1	2	2	0
Olfr1160	0	3	1	1	1	3
Olfr1161	2	1	6	0	1	1
Olfr1162	1	0	0	0	0	0
Olfr1163	0	3	0	0	0	0
Olfr1164	0	0	0	0	1	1
Olfr1166	0	0	0	0	0	0
Olfr1167	2	0	0	0	0	1
Olfr1168	2	2	2	0	0	0
Olfr117	1	1	0	0	1	1
Olfr1170	1	2	0	1	1	0
Olfr1173	2	0	0	1	0	8
Olfr1174-ps	1	1	3	0	0	5
Olfr1175-ps	2	2	2	0	4	0
Olfr1176	1	0	0	0	1	0
Olfr1177-ps	0	0	0	0	0	0
Olfr1178	0	5	3	1	3	3
Olfr1179	0	0	0	0	0	0
Olfr118	1	1	3	1	3	0
Olfr1180	1	0	0	0	0	0
Olfr1181	2	1	2	2	3	3
Olfr1183	5	3	2	1	1	2
Olfr1184	3	0	0	0	0	8
Olfr1185-ps1	2	1	1	2	0	5
Olfr1186	1	1	0	0	2	0
Olfr1188	1	5	1	1	0	0
Olfr1189	1	0	0	0	2	0
Olfr119	0	1	0	0	0	3
Olfr1191-ps1	1	2	1	0	4	0
Olfr1192-ps1	1	1	0	1	5	0
Olfr1193	2	0	0	0	1	0
Olfr1195	0	0	1	1	1	2
Olfr1196	0	3	1	0	2	2
Olfr1197	0	1	5	0	0	6
Olfr1198	0	1	0	0	0	0
Olfr1199	1	0	1	0	2	1
Olfr12	4	1	0	2	1	0
Olfr120	1	0	0	0	1	5
Olfr1200	0	5	0	0	1	1
Olfr1201	1	1	1	0	0	1
Olfr1202	1	0	0	0	0	3
Olfr1204	2	0	2	1	3	9
Olfr1205	1	0	1	2	0	2
Olfr1206	0	1	1	1	1	1
Olfr1208	7	1	1	1	4	1
Olfr1209	0	0	3	2	6	2
Olfr121	1	0	0	0	0	0
Olfr1211	0	2	0	1	4	5
Olfr1212	3	2	0	6	1	0
Olfr1214	0	1	0	0	0	3
Olfr1215	1	2	0	0	0	0
Olfr1216	1	0	1	0	1	0
Olfr1217	2	3	0	0	0	2
Olfr1218	1	1	1	0	3	3
Olfr1219	3	1	1	0	0	4
Olfr122	0	1	2	0	3	2
Olfr1220	0	3	1	1	0	1
Olfr1221	4	0	0	0	0	2
Olfr1222	1	2	1	1	1	10
Olfr1223	1	1	0	2	0	0
Olfr1224-ps1	0	0	0	0	4	2
Olfr1225	0	0	1	1	1	8
Olfr1226	8	0	2	0	1	6
Olfr1228	1	1	2	0	0	1
Olfr1229	1	9	4	1	0	4
Olfr123	2	0	0	0	0	1
Olfr1230	0	1	1	0	0	1
Olfr1231	1	1	2	0	0	0
Olfr1232	4	0	1	1	0	2
Olfr1233	4	2	1	0	1	6
Olfr1234	0	0	0	0	0	0
Olfr1238	1	2	1	0	4	2
Olfr1239	2	1	2	0	1	1
Olfr124	3	3	1	0	1	1
Olfr1240	7	0	2	0	0	5
Olfr1241	0	0	2	1	1	0
Olfr1242	3	1	0	0	0	0
Olfr1243	1	0	0	0	0	4
Olfr1245	0	1	0	0	1	3
Olfr1246	0	2	0	1	4	6
Olfr1247	2	1	9	0	2	2
Olfr1248	0	0	3	0	1	0
Olfr1249	2	5	0	0	0	0
Olfr125	1	3	1	1	0	0
Olfr1250	3	1	3	0	1	3
Olfr1251	1	0	3	0	0	2
Olfr1252	0	1	0	0	1	0
Olfr1253	3	5	0	0	2	7
Olfr1254	0	6	0	0	0	1
Olfr1255	0	0	2	0	3	0
Olfr1256	2	3	0	2	3	4
Olfr1257	0	0	1	0	0	1
Olfr1258	11	4	6	0	1	5
Olfr1259	0	4	3	0	1	2
Olfr126	0	1	5	2	0	0
Olfr1260	3	0	3	0	0	4
Olfr1261	2	0	0	0	0	2
Olfr1262	2	2	1	1	3	6
Olfr1263	0	0	2	0	1	1
Olfr1264	4	0	4	0	0	3
Olfr1265	0	0	0	0	1	3
Olfr1269	1	0	1	0	0	1
Olfr127	1	0	1	0	0	0
Olfr1270	4	1	2	3	0	1
Olfr1271	3	1	1	3	2	1
Olfr1272	0	0	0	0	0	0
Olfr1274-ps	2	9	5	2	3	4
Olfr1275	0	0	1	0	0	0
Olfr1276	3	1	3	0	1	2
Olfr1277	2	1	0	0	3	0
Olfr1278	1	1	4	0	0	4
Olfr1279	1	0	1	1	1	0
Olfr128	0	0	1	0	3	5
Olfr1280	11	2	2	0	0	2
Olfr1281	0	0	0	0	0	0
Olfr1282	0	0	1	0	0	0
Olfr1283	0	0	0	0	0	0
Olfr1284	2	0	1	0	0	2
Olfr1286	0	0	2	0	0	0
Olfr1287	0	0	0	0	0	0
Olfr1288	1	0	0	0	0	0
Olfr1289	2	1	2	0	4	1
Olfr129	3	1	1	1	1	0
Olfr1290	1	2	6	0	1	4
Olfr1291-ps1	3	0	5	0	1	2
Olfr1293-ps	0	0	2	0	1	2
Olfr1294	2	2	0	0	0	0
Olfr1295	1	4	8	0	1	2
Olfr1297	5	0	0	0	0	8
Olfr1298	0	0	0	0	1	0
Olfr1299	0	0	0	0	0	1
Olfr13	0	1	3	0	0	1
Olfr130	1	1	2	0	0	2
Olfr1301	0	2	2	0	0	8
Olfr1302	0	3	1	0	1	8
Olfr1303	1	0	0	1	1	2
Olfr1305	0	0	2	0	0	3
Olfr1306	0	0	3	0	0	2
Olfr1307	2	3	2	1	1	8
Olfr1308	0	0	0	1	0	0
Olfr1309	3	1	0	0	0	2
Olfr131	1	2	2	0	1	0
